,date,year,month,day,tmin(°C),tmax(°C),tavg(°C),precipitaciones(mm)
8910,1982-10-12,1982,10,12,9.1,23.1,16.8,0.0
8911,1982-10-13,1982,10,13,5.4,22.9,15.8,0.0
8912,1982-10-14,1982,10,14,8.7,27.4,18.2,0.0
8913,1982-10-15,1982,10,15,10.8,29.9,22.1,0.0
8915,1982-10-17,1982,10,17,11.7,28.5,21.1,0.0
8916,1982-10-18,1982,10,18,7.7,23.8,12.5,0.0
8917,1982-10-19,1982,10,19,9.3,29.4,18.0,0.0
8918,1982-10-20,1982,10,20,15.6,30.1,21.6,0.0
8919,1982-10-21,1982,10,21,13.9,29.9,20.5,0.0
8923,1982-10-25,1982,10,25,9.2,26.7,18.2,0.0
8925,1982-10-27,1982,10,27,8.3,23.9,19.0,0.0
8928,1982-10-30,1982,10,30,9.7,28.9,24.0,0.0
8929,1982-10-31,1982,10,31,10.8,33.0,20.4,0.0
8934,1982-11-05,1982,11,5,12.4,21.5,17.1,0.0
8935,1982-11-06,1982,11,6,8.2,28.8,17.4,0.0
8936,1982-11-07,1982,11,7,13.3,22.5,19.3,0.0
8938,1982-11-09,1982,11,9,11.2,30.7,18.9,0.0
8939,1982-11-10,1982,11,10,16.4,24.0,22.3,0.0
8940,1982-11-11,1982,11,11,7.1,19.4,15.7,0.0
8941,1982-11-12,1982,11,12,8.8,26.6,18.7,0.0
8942,1982-11-13,1982,11,13,11.3,28.5,20.6,0.0
8943,1982-11-14,1982,11,14,13.2,30.9,21.9,0.0
8944,1982-11-15,1982,11,15,15.7,30.9,23.1,0.0
8945,1982-11-16,1982,11,16,17.1,32.6,24.8,0.0
8946,1982-11-17,1982,11,17,17.4,33.6,25.7,0.0
8947,1982-11-18,1982,11,18,20.3,28.6,24.2,0.0
8948,1982-11-19,1982,11,19,15.2,29.4,22.6,0.0
8949,1982-11-20,1982,11,20,13.9,27.9,22.0,0.0
8950,1982-11-21,1982,11,21,15.2,29.4,22.6,13.0
8951,1982-11-22,1982,11,22,16.6,30.6,22.8,0.0
8956,1982-11-27,1982,11,27,18.3,31.5,25.0,0.0
8957,1982-11-28,1982,11,28,15.6,30.6,23.9,0.0
8958,1982-11-29,1982,11,29,20.8,27.4,24.4,0.0
8961,1982-12-02,1982,12,2,19.0,28.5,22.7,0.0
8963,1982-12-04,1982,12,4,17.3,30.5,23.6,0.0
8964,1982-12-05,1982,12,5,15.6,30.2,23.3,0.0
8965,1982-12-06,1982,12,6,16.7,27.1,22.8,0.0
8966,1982-12-07,1982,12,7,14.0,31.9,23.2,0.0
8967,1982-12-08,1982,12,8,15.7,36.4,27.1,0.0
8968,1982-12-09,1982,12,9,20.4,36.5,28.7,27.9
8969,1982-12-10,1982,12,10,20.7,36.3,26.6,0.0
8970,1982-12-11,1982,12,11,21.7,30.3,25.2,0.0
8972,1982-12-13,1982,12,13,18.2,27.4,23.6,0.0
8974,1982-12-15,1982,12,15,14.7,30.0,23.8,0.0
8975,1982-12-16,1982,12,16,18.2,27.9,23.5,0.0
8976,1982-12-17,1982,12,17,17.4,27.2,21.7,0.0
8977,1982-12-18,1982,12,18,13.7,31.6,22.5,0.0
8979,1982-12-20,1982,12,20,19.6,28.6,24.6,0.0
8981,1982-12-22,1982,12,22,15.7,30.9,23.4,8.9
8982,1982-12-23,1982,12,23,15.4,34.9,25.7,0.0
8983,1982-12-24,1982,12,24,19.1,37.4,27.8,0.0
8985,1982-12-26,1982,12,26,21.6,39.2,30.9,0.0
8987,1982-12-28,1982,12,28,19.9,33.6,26.3,7.1
8988,1982-12-29,1982,12,29,19.2,34.1,26.9,0.0
8990,1982-12-31,1982,12,31,20.7,33.4,27.5,43.9
8991,1983-01-01,1983,1,1,23.2,34.7,28.4,0.0
8993,1983-01-03,1983,1,3,15.1,31.5,23.1,0.0
8994,1983-01-04,1983,1,4,20.2,35.3,27.7,0.0
8995,1983-01-05,1983,1,5,21.1,38.1,29.1,0.0
8996,1983-01-06,1983,1,6,22.2,35.4,29.2,0.0
8998,1983-01-08,1983,1,8,20.2,33.3,26.7,0.0
8999,1983-01-09,1983,1,9,20.8,32.0,26.0,0.0
9000,1983-01-10,1983,1,10,20.7,33.9,26.4,14.0
9001,1983-01-11,1983,1,11,17.8,28.8,23.6,0.0
9002,1983-01-12,1983,1,12,16.7,24.6,20.5,0.0
9005,1983-01-15,1983,1,15,15.9,24.4,20.2,0.0
9006,1983-01-16,1983,1,16,15.1,20.0,16.6,4.1
9007,1983-01-17,1983,1,17,13.6,20.1,16.8,2.0
9008,1983-01-18,1983,1,18,12.2,29.4,21.2,0.0
9009,1983-01-19,1983,1,19,16.7,35.3,26.1,0.0
9010,1983-01-20,1983,1,20,20.4,35.9,27.7,0.0
9012,1983-01-22,1983,1,22,20.7,38.8,29.3,0.0
9013,1983-01-23,1983,1,23,20.6,30.6,25.2,0.0
9014,1983-01-24,1983,1,24,18.7,28.0,23.8,0.0
9015,1983-01-25,1983,1,25,19.6,28.9,25.1,0.0
9016,1983-01-26,1983,1,26,16.0,28.5,22.3,0.0
9017,1983-01-27,1983,1,27,16.6,32.9,24.9,0.0
9018,1983-01-28,1983,1,28,20.2,33.9,27.2,0.0
9019,1983-01-29,1983,1,29,19.4,30.3,24.9,0.0
9020,1983-01-30,1983,1,30,17.3,27.6,23.0,1.5
9021,1983-01-31,1983,1,31,14.0,25.0,18.7,0.5
9022,1983-02-01,1983,2,1,15.4,25.6,19.1,0.0
9024,1983-02-03,1983,2,3,17.0,30.9,23.6,0.0
9025,1983-02-04,1983,2,4,19.7,31.4,25.6,0.0
9026,1983-02-05,1983,2,5,17.0,33.2,25.7,0.8
9027,1983-02-06,1983,2,6,18.2,35.4,27.7,0.0
9028,1983-02-07,1983,2,7,19.3,35.9,28.2,0.0
9029,1983-02-08,1983,2,8,19.7,36.9,29.1,0.0
9030,1983-02-09,1983,2,9,22.2,33.4,28.3,0.0
9031,1983-02-10,1983,2,10,21.0,31.2,26.6,0.0
9034,1983-02-13,1983,2,13,11.3,27.4,19.4,0.0
9036,1983-02-15,1983,2,15,11.4,22.6,15.2,10.9
9037,1983-02-16,1983,2,16,10.5,30.2,19.7,0.3
9038,1983-02-17,1983,2,17,12.7,32.4,22.9,0.0
9039,1983-02-18,1983,2,18,17.0,32.6,24.5,0.0
9040,1983-02-19,1983,2,19,19.5,31.5,26.4,0.0
9041,1983-02-20,1983,2,20,22.1,26.7,24.8,0.0
9042,1983-02-21,1983,2,21,15.2,30.2,23.8,0.0
9043,1983-02-22,1983,2,22,19.2,31.9,25.3,0.0
9044,1983-02-23,1983,2,23,18.4,33.9,26.8,0.0
9046,1983-02-25,1983,2,25,15.8,25.5,21.3,0.0
9047,1983-02-26,1983,2,26,14.5,25.1,20.1,0.0
9049,1983-02-28,1983,2,28,11.2,32.6,21.7,0.0
9050,1983-03-01,1983,3,1,18.1,23.9,20.4,0.0
9052,1983-03-03,1983,3,3,12.2,26.0,19.2,0.0
9053,1983-03-04,1983,3,4,13.8,30.4,22.4,0.0
9054,1983-03-05,1983,3,5,17.2,27.1,21.9,0.0
9055,1983-03-06,1983,3,6,20.2,32.4,25.2,0.0
9056,1983-03-07,1983,3,7,20.1,28.5,24.6,0.0
9058,1983-03-09,1983,3,9,14.2,21.9,18.4,0.0
9059,1983-03-10,1983,3,10,14.7,27.9,20.8,0.0
9060,1983-03-11,1983,3,11,11.3,30.7,22.5,0.0
9061,1983-03-12,1983,3,12,16.2,26.1,23.0,0.0
9064,1983-03-15,1983,3,15,17.6,36.6,24.6,0.0
9066,1983-03-17,1983,3,17,11.7,21.5,18.0,0.0
9067,1983-03-18,1983,3,18,8.4,28.8,17.5,0.0
9070,1983-03-21,1983,3,21,15.7,31.2,22.9,0.0
9071,1983-03-22,1983,3,22,15.8,29.4,23.0,0.0
9072,1983-03-23,1983,3,23,14.7,29.4,22.5,0.0
9074,1983-03-25,1983,3,25,20.4,31.5,25.4,0.0
9075,1983-03-26,1983,3,26,20.7,28.1,24.7,0.0
9076,1983-03-27,1983,3,27,17.2,24.3,20.6,0.5
9077,1983-03-28,1983,3,28,16.5,25.2,20.0,0.3
9078,1983-03-29,1983,3,29,16.6,24.0,19.4,0.0
9079,1983-03-30,1983,3,30,15.6,26.8,20.4,0.0
9082,1983-04-02,1983,4,2,15.2,23.5,18.2,1.0
9083,1983-04-03,1983,4,3,12.0,18.0,14.9,0.0
9084,1983-04-04,1983,4,4,10.2,23.7,16.1,0.0
9085,1983-04-05,1983,4,5,8.9,26.7,17.2,0.0
9087,1983-04-07,1983,4,7,11.0,31.5,21.6,0.0
9088,1983-04-08,1983,4,8,16.2,23.2,19.4,0.0
9090,1983-04-10,1983,4,10,13.2,31.4,21.4,0.0
9094,1983-04-14,1983,4,14,8.0,23.5,16.3,0.0
9095,1983-04-15,1983,4,15,9.7,23.3,16.7,0.0
9096,1983-04-16,1983,4,16,13.9,20.6,17.4,0.0
9097,1983-04-17,1983,4,17,12.1,22.4,17.6,0.0
9099,1983-04-19,1983,4,19,9.9,14.3,11.9,0.0
9100,1983-04-20,1983,4,20,10.0,14.5,12.1,0.0
9101,1983-04-21,1983,4,21,10.4,18.6,14.1,0.0
9102,1983-04-22,1983,4,22,9.7,19.1,13.6,0.0
9103,1983-04-23,1983,4,23,8.1,23.7,15.8,0.0
9104,1983-04-24,1983,4,24,9.6,24.1,16.8,0.0
9105,1983-04-25,1983,4,25,8.7,21.0,15.0,0.0
9106,1983-04-26,1983,4,26,8.5,22.7,15.7,0.0
9107,1983-04-27,1983,4,27,11.7,26.0,19.1,0.0
9108,1983-04-28,1983,4,28,9.2,22.1,16.8,0.0
9109,1983-04-29,1983,4,29,9.2,20.9,15.8,0.0
9111,1983-05-01,1983,5,1,5.7,21.1,14.6,0.0
9113,1983-05-03,1983,5,3,9.2,23.4,18.7,0.0
9114,1983-05-04,1983,5,4,8.7,19.1,14.4,0.0
9115,1983-05-05,1983,5,5,2.7,17.2,11.6,0.0
9116,1983-05-06,1983,5,6,2.2,19.3,11.1,0.0
9117,1983-05-07,1983,5,7,3.2,20.9,13.9,0.0
9118,1983-05-08,1983,5,8,5.2,20.3,13.1,0.0
9119,1983-05-09,1983,5,9,9.0,19.2,13.7,0.0
9121,1983-05-11,1983,5,11,5.4,21.7,13.1,0.0
9123,1983-05-13,1983,5,13,8.3,21.6,14.9,0.0
9124,1983-05-14,1983,5,14,7.9,22.4,15.1,0.0
9129,1983-05-19,1983,5,19,5.2,20.1,14.3,0.0
9131,1983-05-21,1983,5,21,5.2,17.3,12.2,0.0
9132,1983-05-22,1983,5,22,10.2,17.7,13.2,0.0
9133,1983-05-23,1983,5,23,8.4,15.9,11.6,0.0
9136,1983-05-26,1983,5,26,6.7,12.2,10.3,0.0
9138,1983-05-28,1983,5,28,-1.8,13.9,7.8,0.0
9139,1983-05-29,1983,5,29,-1.4,10.8,5.2,0.0
9141,1983-05-31,1983,5,31,0.8,2.3,1.9,8.9
9142,1983-06-01,1983,6,1,-0.9,3.7,1.4,0.0
9144,1983-06-03,1983,6,3,-4.2,10.9,2.7,0.0
9145,1983-06-04,1983,6,4,-2.3,10.7,4.2,0.0
9146,1983-06-05,1983,6,5,-1.8,13.3,4.9,0.0
9147,1983-06-06,1983,6,6,-1.0,13.9,5.8,0.0
9149,1983-06-08,1983,6,8,4.9,9.2,7.4,0.0
9150,1983-06-09,1983,6,9,-0.3,13.1,5.3,1.0
9151,1983-06-10,1983,6,10,-0.8,13.9,9.1,0.0
9152,1983-06-11,1983,6,11,1.7,9.9,4.7,5.1
9153,1983-06-12,1983,6,12,1.1,4.4,2.7,2.0
9154,1983-06-13,1983,6,13,2.6,8.6,4.5,0.5
9155,1983-06-14,1983,6,14,-1.4,9.1,4.1,0.0
9156,1983-06-15,1983,6,15,-1.1,14.2,6.5,0.0
9160,1983-06-19,1983,6,19,0.7,17.3,9.0,0.0
9161,1983-06-20,1983,6,20,0.2,14.5,8.2,0.0
9162,1983-06-21,1983,6,21,2.1999999999999993,16.2,9.2,0.0
9164,1983-06-23,1983,6,23,-0.7000000000000002,13.3,6.3,0.0
9165,1983-06-24,1983,6,24,-4.4,9.6,2.6,0.0
9167,1983-06-26,1983,6,26,-4.0,14.6,5.3,0.0
9168,1983-06-27,1983,6,27,1.5,15.5,8.5,0.0
9169,1983-06-28,1983,6,28,1.3000000000000007,15.3,8.3,0.0
9170,1983-06-29,1983,6,29,-2.4000000000000004,15.0,6.3,0.0
9171,1983-06-30,1983,6,30,-1.2000000000000002,12.8,5.8,0.0
9172,1983-07-01,1983,7,1,-1.2999999999999998,12.7,5.7,0.0
9173,1983-07-02,1983,7,2,2.6999999999999993,16.7,9.7,0.0
9174,1983-07-03,1983,7,3,-2.700000000000003,19.1,8.2,0.0
9175,1983-07-04,1983,7,4,-1.5999999999999996,15.6,7.0,0.0
9177,1983-07-06,1983,7,6,2.5,17.1,9.8,0.0
9178,1983-07-07,1983,7,7,0.20000000000000107,15.2,7.7,0.0
9182,1983-07-11,1983,7,11,-3.6,10.4,3.4,0.0
9183,1983-07-12,1983,7,12,-2.5999999999999996,11.4,4.4,0.0
9191,1983-07-20,1983,7,20,1.4,14.5,7.9,0.0
9192,1983-07-21,1983,7,21,0.6,14.2,7.1,0.0
9195,1983-07-24,1983,7,24,4.1,7.7,6.1,0.0
9197,1983-07-26,1983,7,26,-0.6,12.2,6.3,0.0
9198,1983-07-27,1983,7,27,-1.2,15.2,8.1,0.0
9199,1983-07-28,1983,7,28,4.1,9.9,7.9,0.0
9205,1983-08-03,1983,8,3,1.0,14.4,6.9,0.0
9206,1983-08-04,1983,8,4,-0.4,15.6,7.4,0.0
9208,1983-08-06,1983,8,6,3.7,13.0,10.2,0.0
9209,1983-08-07,1983,8,7,4.1,13.2,9.9,0.0
9210,1983-08-08,1983,8,8,1.8,14.0,9.3,0.0
9211,1983-08-09,1983,8,9,2.1,9.4,5.9,0.0
9213,1983-08-11,1983,8,11,2.2,17.0,9.3,0.0
9214,1983-08-12,1983,8,12,7.4,19.1,12.4,0.0
9215,1983-08-13,1983,8,13,0.9,20.6,11.5,0.0
9216,1983-08-14,1983,8,14,3.0,20.7,8.7,0.0
9218,1983-08-16,1983,8,16,-1.4,15.2,9.4,0.0
9219,1983-08-17,1983,8,17,-0.4,18.9,9.3,0.0
9220,1983-08-18,1983,8,18,4.6,17.5,11.1,0.0
9221,1983-08-19,1983,8,19,4.0,18.2,10.4,0.0
9222,1983-08-20,1983,8,20,1.6,16.9,9.1,0.0
9223,1983-08-21,1983,8,21,1.7,18.4,9.9,0.0
9224,1983-08-22,1983,8,22,3.6,20.9,12.1,0.0
9226,1983-08-24,1983,8,24,9.4,18.6,14.6,0.0
9228,1983-08-26,1983,8,26,8.1,20.5,15.9,0.0
9230,1983-08-28,1983,8,28,6.1,11.9,8.7,7.9
9231,1983-08-29,1983,8,29,4.1,10.1,6.6,5.1
9232,1983-08-30,1983,8,30,3.1,11.6,7.5,3.0
9233,1983-08-31,1983,8,31,3.5,16.5,9.9,0.0
9234,1983-09-01,1983,9,1,1.4,20.7,10.3,0.0
9235,1983-09-02,1983,9,2,2.5,21.4,14.0,0.0
9236,1983-09-03,1983,9,3,7.5,20.2,14.5,0.0
9237,1983-09-04,1983,9,4,3.6,24.4,13.6,0.0
9238,1983-09-05,1983,9,5,9.1,19.8,16.7,0.0
9240,1983-09-07,1983,9,7,3.1,11.9,7.4,0.0
9242,1983-09-09,1983,9,9,1.1,19.9,9.5,0.0
9244,1983-09-11,1983,9,11,5.1,20.1,12.1,0.0
9245,1983-09-12,1983,9,12,4.1,22.2,11.8,0.0
9248,1983-09-15,1983,9,15,12.4,20.2,16.2,0.0
9249,1983-09-16,1983,9,16,8.7,20.5,15.1,0.0
9252,1983-09-19,1983,9,19,3.6,19.0,11.2,0.0
9253,1983-09-20,1983,9,20,4.6,21.1,13.2,0.0
9254,1983-09-21,1983,9,21,6.9,22.9,14.5,0.0
9255,1983-09-22,1983,9,22,10.7,21.3,17.2,4.1
9256,1983-09-23,1983,9,23,8.1,25.0,17.9,4.1
9257,1983-09-24,1983,9,24,7.4,26.5,17.1,0.0
9258,1983-09-25,1983,9,25,9.7,29.3,21.1,0.0
9259,1983-09-26,1983,9,26,14.1,23.9,18.0,0.0
9260,1983-09-27,1983,9,27,9.3,17.4,13.9,0.3
9261,1983-09-28,1983,9,28,4.2,13.0,6.9,5.1
9262,1983-09-29,1983,9,29,4.1,11.9,6.5,7.1
9263,1983-09-30,1983,9,30,1.8,19.2,11.3,0.0
9265,1983-10-02,1983,10,2,7.0,29.2,18.6,0.0
9267,1983-10-04,1983,10,4,13.1,26.2,21.9,0.0
9268,1983-10-05,1983,10,5,11.3,27.3,20.3,0.0
9269,1983-10-06,1983,10,6,13.5,32.6,21.2,0.0
9270,1983-10-07,1983,10,7,18.1,31.1,25.0,0.0
9271,1983-10-08,1983,10,8,14.8,25.5,20.3,0.0
9272,1983-10-09,1983,10,9,12.1,22.1,18.4,0.0
9273,1983-10-10,1983,10,10,9.6,25.7,15.2,0.0
9277,1983-10-14,1983,10,14,14.1,26.8,22.1,0.0
9278,1983-10-15,1983,10,15,12.7,26.6,19.2,0.0
9279,1983-10-16,1983,10,16,9.1,21.4,15.7,0.0
9282,1983-10-19,1983,10,19,14.1,25.9,18.8,0.0
9283,1983-10-20,1983,10,20,8.5,27.8,18.2,0.0
9284,1983-10-21,1983,10,21,13.4,26.5,19.5,0.0
9286,1983-10-23,1983,10,23,8.5,26.0,18.4,0.0
9288,1983-10-25,1983,10,25,14.1,22.1,18.1,0.0
9289,1983-10-26,1983,10,26,9.0,26.5,15.7,0.0
9290,1983-10-27,1983,10,27,12.6,29.3,19.3,0.0
9291,1983-10-28,1983,10,28,13.2,28.4,21.6,0.3
9292,1983-10-29,1983,10,29,16.3,28.0,21.7,0.0
9293,1983-10-30,1983,10,30,13.1,29.8,21.5,0.0
9295,1983-11-01,1983,11,1,12.9,24.9,18.9,5.1
9296,1983-11-02,1983,11,2,12.9,27.3,20.8,0.0
9297,1983-11-03,1983,11,3,14.0,32.7,21.9,0.0
9300,1983-11-06,1983,11,6,13.1,27.5,20.6,0.0
9301,1983-11-07,1983,11,7,12.1,31.1,23.5,0.0
9303,1983-11-09,1983,11,9,17.7,29.0,22.6,0.0
9304,1983-11-10,1983,11,10,17.3,30.0,23.0,0.0
9305,1983-11-11,1983,11,11,14.5,21.9,19.3,8.9
9308,1983-11-14,1983,11,14,11.5,29.0,20.4,0.0
9309,1983-11-15,1983,11,15,13.0,33.0,24.7,0.0
9311,1983-11-17,1983,11,17,11.4,25.0,18.6,0.5
9312,1983-11-18,1983,11,18,12.2,30.0,21.5,0.0
9314,1983-11-20,1983,11,20,17.4,26.3,21.7,0.0
9315,1983-11-21,1983,11,21,13.7,23.7,18.5,0.0
9317,1983-11-23,1983,11,23,15.0,36.0,25.6,0.0
9321,1983-11-27,1983,11,27,16.7,33.6,26.3,2.0
9322,1983-11-28,1983,11,28,20.6,33.6,27.0,0.0
9324,1983-11-30,1983,11,30,19.6,29.8,25.2,0.0
9325,1983-12-01,1983,12,1,16.1,25.8,22.6,0.0
9327,1983-12-03,1983,12,3,18.8,31.0,24.9,0.0
9328,1983-12-04,1983,12,4,16.1,31.2,25.1,7.1
9329,1983-12-05,1983,12,5,16.8,34.0,21.3,0.0
9330,1983-12-06,1983,12,6,21.0,37.4,29.3,0.0
9331,1983-12-07,1983,12,7,20.1,40.3,30.7,0.0
9332,1983-12-08,1983,12,8,23.2,34.8,29.2,0.0
9334,1983-12-10,1983,12,10,19.2,37.1,28.5,0.0
9335,1983-12-11,1983,12,11,19.4,30.7,24.1,0.0
9336,1983-12-12,1983,12,12,16.1,37.0,26.6,0.0
9337,1983-12-13,1983,12,13,20.1,37.0,29.0,0.0
9338,1983-12-14,1983,12,14,22.6,38.2,29.9,0.0
9339,1983-12-15,1983,12,15,22.9,32.8,28.1,0.0
9340,1983-12-16,1983,12,16,20.5,29.1,23.7,0.0
9344,1983-12-20,1983,12,20,17.5,31.1,24.1,0.0
9346,1983-12-22,1983,12,22,15.1,35.4,26.4,0.0
9347,1983-12-23,1983,12,23,17.7,34.6,27.9,0.0
9348,1983-12-24,1983,12,24,21.5,34.6,27.2,0.0
9350,1983-12-26,1983,12,26,20.0,36.4,27.6,0.0
9352,1983-12-28,1983,12,28,21.2,29.3,25.8,0.0
9353,1983-12-29,1983,12,29,21.2,32.5,26.3,0.0
9354,1983-12-30,1983,12,30,18.2,28.8,24.2,0.0
9355,1983-12-31,1983,12,31,16.6,32.3,25.7,0.0
9356,1984-01-01,1984,1,1,18.3,28.5,23.5,8.9
9357,1984-01-02,1984,1,2,16.9,29.6,24.0,2.0
9358,1984-01-03,1984,1,3,17.8,32.8,25.4,0.0
9362,1984-01-07,1984,1,7,19.6,27.6,22.2,0.0
9363,1984-01-08,1984,1,8,18.7,31.4,24.7,0.0
9369,1984-01-14,1984,1,14,18.0,29.0,23.2,0.0
9370,1984-01-15,1984,1,15,17.6,31.5,24.9,0.0
9371,1984-01-16,1984,1,16,20.3,34.1,27.1,0.0
9373,1984-01-18,1984,1,18,18.3,33.4,26.4,0.0
9374,1984-01-19,1984,1,19,19.1,29.9,25.6,6.1
9375,1984-01-20,1984,1,20,19.1,27.4,22.2,0.0
9376,1984-01-21,1984,1,21,15.9,30.9,24.1,2.0
9377,1984-01-22,1984,1,22,16.1,31.4,24.4,16.0
9378,1984-01-23,1984,1,23,18.6,34.2,27.2,0.3
9379,1984-01-24,1984,1,24,19.6,32.0,26.1,0.0
9382,1984-01-27,1984,1,27,17.9,32.5,25.1,2.0
9383,1984-01-28,1984,1,28,19.3,33.6,28.6,0.0
9384,1984-01-29,1984,1,29,18.5,32.1,26.4,0.0
9387,1984-02-01,1984,2,1,15.8,33.3,23.8,0.0
9389,1984-02-03,1984,2,3,18.3,31.5,25.3,4.1
9390,1984-02-04,1984,2,4,19.8,27.9,22.7,0.0
9391,1984-02-05,1984,2,5,12.9,25.7,18.5,0.0
9394,1984-02-08,1984,2,8,18.1,33.3,25.7,0.0
9397,1984-02-11,1984,2,11,20.7,30.1,23.9,0.0
9399,1984-02-13,1984,2,13,13.8,30.0,20.4,0.0
9400,1984-02-14,1984,2,14,15.5,35.0,24.4,0.0
9401,1984-02-15,1984,2,15,19.0,35.7,27.1,0.0
9402,1984-02-16,1984,2,16,21.1,39.0,29.9,0.0
9403,1984-02-17,1984,2,17,23.2,33.9,28.9,0.0
9404,1984-02-18,1984,2,18,21.5,30.2,26.3,0.3
9405,1984-02-19,1984,2,19,20.6,30.2,25.5,0.0
9406,1984-02-20,1984,2,20,21.6,31.0,25.1,0.0
9409,1984-02-23,1984,2,23,17.2,25.0,21.1,0.5
9410,1984-02-24,1984,2,24,15.6,21.9,18.9,0.0
9411,1984-02-25,1984,2,25,17.6,28.9,22.0,0.3
9412,1984-02-26,1984,2,26,16.6,25.1,20.3,15.0
9413,1984-02-27,1984,2,27,16.5,28.0,23.6,0.0
9414,1984-02-28,1984,2,28,14.9,25.3,20.2,103.9
9415,1984-02-29,1984,2,29,14.6,30.3,20.7,0.0
9423,1984-03-08,1984,3,8,16.4,28.5,24.2,4.1
9424,1984-03-09,1984,3,9,16.9,23.4,21.6,0.0
9425,1984-03-10,1984,3,10,18.3,26.2,21.4,0.0
9426,1984-03-11,1984,3,11,17.1,27.0,22.7,0.0
9427,1984-03-12,1984,3,12,17.6,24.4,20.6,0.0
9429,1984-03-14,1984,3,14,13.9,22.7,18.2,10.9
9430,1984-03-15,1984,3,15,14.7,21.1,17.6,2.0
9431,1984-03-16,1984,3,16,16.2,22.8,18.7,3.0
9432,1984-03-17,1984,3,17,17.2,23.5,20.2,0.8
9433,1984-03-18,1984,3,18,15.2,28.8,21.2,0.0
9435,1984-03-20,1984,3,20,16.1,23.5,19.5,111.0
9436,1984-03-21,1984,3,21,15.1,27.2,19.9,0.0
9437,1984-03-22,1984,3,22,16.0,29.5,22.8,0.0
9438,1984-03-23,1984,3,23,16.6,29.3,23.4,0.0
9439,1984-03-24,1984,3,24,12.8,24.1,20.1,0.0
9440,1984-03-25,1984,3,25,13.9,24.5,19.5,0.0
9441,1984-03-26,1984,3,26,15.6,24.4,19.2,0.0
9442,1984-03-27,1984,3,27,17.1,25.0,20.2,0.0
9443,1984-03-28,1984,3,28,10.1,22.3,15.7,0.3
9444,1984-03-29,1984,3,29,8.9,12.7,10.8,0.0
9445,1984-03-30,1984,3,30,7.9,12.4,9.7,0.0
9446,1984-03-31,1984,3,31,10.3,20.4,13.8,61.0
9447,1984-04-01,1984,4,1,8.5,16.5,12.6,0.0
9448,1984-04-02,1984,4,2,6.9,21.5,13.3,0.0
9449,1984-04-03,1984,4,3,10.7,19.1,14.2,0.0
9450,1984-04-04,1984,4,4,5.6,24.6,14.7,0.0
9451,1984-04-05,1984,4,5,8.1,27.3,18.8,0.0
9453,1984-04-07,1984,4,7,11.6,26.5,19.2,0.0
9454,1984-04-08,1984,4,8,12.5,27.1,19.6,0.0
9455,1984-04-09,1984,4,9,11.7,28.6,20.4,0.0
9456,1984-04-10,1984,4,10,13.3,30.0,21.4,0.0
9457,1984-04-11,1984,4,11,16.5,30.3,22.4,0.0
9458,1984-04-12,1984,4,12,17.1,28.0,22.7,0.0
9459,1984-04-13,1984,4,13,16.7,25.3,20.6,0.0
9462,1984-04-16,1984,4,16,10.1,19.0,14.4,0.0
9464,1984-04-18,1984,4,18,9.2,11.7,10.6,71.9
9465,1984-04-19,1984,4,19,8.2,14.0,11.0,0.5
9466,1984-04-20,1984,4,20,5.7,13.3,8.5,2.0
9467,1984-04-21,1984,4,21,2.1,14.5,8.8,0.0
9468,1984-04-22,1984,4,22,2.1,19.9,9.9,0.0
9470,1984-04-24,1984,4,24,7.4,21.200000000000003,14.3,0.0
9471,1984-04-25,1984,4,25,4.6,21.4,13.0,0.0
9472,1984-04-26,1984,4,26,5.8,21.4,13.6,0.0
9473,1984-04-27,1984,4,27,4.0,19.6,11.8,0.0
9474,1984-04-28,1984,4,28,4.3,22.3,13.3,0.0
9475,1984-04-29,1984,4,29,5.7,22.7,14.2,1.0
9476,1984-04-30,1984,4,30,5.5,22.3,13.9,0.0
9477,1984-05-01,1984,5,1,7.6,20.6,14.1,0.0
9478,1984-05-02,1984,5,2,6.0,23.4,14.7,0.0
9479,1984-05-03,1984,5,3,9.8,18.4,14.1,0.0
9480,1984-05-04,1984,5,4,4.1,24.9,14.5,0.0
9481,1984-05-05,1984,5,5,8.8,21.4,15.1,0.0
9482,1984-05-06,1984,5,6,3.8,20.0,11.9,0.0
9483,1984-05-07,1984,5,7,6.5,22.3,14.4,0.0
9484,1984-05-08,1984,5,8,9.0,20.6,14.8,0.0
9485,1984-05-09,1984,5,9,8.6,17.6,13.1,0.0
9486,1984-05-10,1984,5,10,4.0,18.0,11.0,0.0
9489,1984-05-13,1984,5,13,-2.7,14.5,5.9,0.0
9491,1984-05-15,1984,5,15,0.6,14.200000000000001,7.4,0.0
9492,1984-05-16,1984,5,16,2.5,16.5,9.5,0.0
9494,1984-05-18,1984,5,18,6.5,20.7,13.6,0.0
9496,1984-05-20,1984,5,20,7.4,18.0,12.7,0.0
9498,1984-05-22,1984,5,22,8.8,19.0,13.9,0.0
9499,1984-05-23,1984,5,23,8.7,14.900000000000002,11.8,0.0
9501,1984-05-25,1984,5,25,7.199999999999999,21.2,14.2,0.0
9502,1984-05-26,1984,5,26,6.800000000000001,20.8,13.8,0.0
9503,1984-05-27,1984,5,27,8.0,14.8,11.4,1.0
9504,1984-05-28,1984,5,28,6.0,13.2,9.6,2.0
9505,1984-05-29,1984,5,29,-0.6,15.799999999999999,7.6,0.0
