,date,year,month,day,tmin(°C),tmax(°C),tavg(°C),precipitaciones(mm)
16776,2004-04-25,2004,4,25,5.0,19.8,11.6,0.0
16777,2004-04-26,2004,4,26,6.4,22.2,14.2,0.0
16778,2004-04-27,2004,4,27,5.3,23.1,14.4,0.0
16779,2004-04-28,2004,4,28,8.5,23.2,15.3,0.0
16780,2004-04-29,2004,4,29,9.9,24.1,17.0,0.0
16781,2004-04-30,2004,4,30,10.1,20.1,15.5,0.0
16782,2004-05-01,2004,5,1,6.7,22.5,13.9,0.0
16783,2004-05-02,2004,5,2,8.4,17.3,13.3,0.0
16784,2004-05-03,2004,5,3,5.5,11.0,7.7,0.0
16785,2004-05-04,2004,5,4,4.8,10.0,6.8,0.0
16786,2004-05-05,2004,5,5,6.5,13.1,8.7,0.0
16787,2004-05-06,2004,5,6,1.6,16.6,8.5,0.0
16788,2004-05-07,2004,5,7,2.8,20.5,10.9,0.0
16789,2004-05-08,2004,5,8,3.9,22.5,12.2,0.0
16790,2004-05-09,2004,5,9,5.2,23.0,13.8,0.0
16791,2004-05-10,2004,5,10,10.0,20.5,15.2,0.0
16793,2004-05-12,2004,5,12,8.2,15.5,11.4,35.1
16794,2004-05-13,2004,5,13,4.6,10.3,6.8,9.9
16795,2004-05-14,2004,5,14,6.3,12.1,8.0,0.3
16796,2004-05-15,2004,5,15,1.7,14.0,7.8,0.0
16797,2004-05-16,2004,5,16,5.0,11.5,8.5,0.3
16798,2004-05-17,2004,5,17,6.4,9.5,8.1,1.0
16799,2004-05-18,2004,5,18,7.1,12.3,8.9,0.5
16800,2004-05-19,2004,5,19,4.3,12.5,8.9,0.0
16801,2004-05-20,2004,5,20,8.4,10.8,9.8,0.0
16802,2004-05-21,2004,5,21,6.4,10.3,8.7,0.3
16803,2004-05-22,2004,5,22,4.9,8.5,6.5,24.9
16804,2004-05-23,2004,5,23,5.2,12.0,7.6,1.0
16805,2004-05-24,2004,5,24,5.8,11.3,7.9,5.1
16806,2004-05-25,2004,5,25,1.7,15.8,7.9,0.5
16807,2004-05-26,2004,5,26,3.4,14.8,8.8,0.0
16808,2004-05-27,2004,5,27,6.4,15.2,10.1,0.0
16809,2004-05-28,2004,5,28,2.9,15.0,9.0,0.0
16810,2004-05-29,2004,5,29,4.9,15.5,10.2,0.0
16812,2004-05-31,2004,5,31,4.2,14.0,8.2,0.0
16813,2004-06-01,2004,6,1,4.0,15.2,9.6,0.0
16814,2004-06-02,2004,6,2,3.5,15.899999999999999,9.7,0.0
16815,2004-06-03,2004,6,3,3.7,16.9,10.1,0.0
16816,2004-06-04,2004,6,4,3.9,16.4,10.3,0.0
16817,2004-06-05,2004,6,5,5.4,16.6,9.8,0.0
16818,2004-06-06,2004,6,6,7.2,13.600000000000001,10.4,0.0
16819,2004-06-07,2004,6,7,1.6,12.4,7.0,0.0
16820,2004-06-08,2004,6,8,2.0,16.6,9.3,0.0
16821,2004-06-09,2004,6,9,3.0,19.0,8.8,0.0
16822,2004-06-10,2004,6,10,-3.6999999999999993,16.5,6.4,0.5
16823,2004-06-11,2004,6,11,2.6,8.0,5.3,7.1
16824,2004-06-12,2004,6,12,-1.0,11.8,5.4,0.0
16825,2004-06-13,2004,6,13,-0.5,13.3,5.1,0.0
16826,2004-06-14,2004,6,14,1.0,16.6,8.8,0.0
16827,2004-06-15,2004,6,15,2.3,17.5,9.2,0.0
16828,2004-06-16,2004,6,16,3.3,17.5,12.0,0.0
16829,2004-06-17,2004,6,17,4.3,17.1,10.4,0.0
16830,2004-06-18,2004,6,18,4.2,17.5,8.2,0.0
16831,2004-06-19,2004,6,19,3.6,15.5,9.0,0.0
16832,2004-06-20,2004,6,20,4.0,16.4,10.2,0.0
16833,2004-06-21,2004,6,21,3.3,18.7,10.0,0.0
16834,2004-06-22,2004,6,22,2.9,16.5,9.7,0.0
16835,2004-06-23,2004,6,23,3.5,18.7,11.1,0.0
16836,2004-06-24,2004,6,24,4.9,17.5,10.7,0.0
16837,2004-06-25,2004,6,25,4.9,19.299999999999997,12.1,0.0
16839,2004-06-27,2004,6,27,3.5,18.3,9.8,0.0
16840,2004-06-28,2004,6,28,3.8,18.4,10.9,0.0
16842,2004-06-30,2004,6,30,1.5,14.4,8.3,0.5
16843,2004-07-01,2004,7,1,-0.5,15.9,7.7,0.0
16845,2004-07-03,2004,7,3,4.1,20.0,10.6,0.0
16847,2004-07-05,2004,7,5,2.7,21.7,12.2,0.0
16848,2004-07-06,2004,7,6,3.4,20.2,11.1,0.0
16849,2004-07-07,2004,7,7,4.0,20.1,10.9,0.0
16851,2004-07-09,2004,7,9,-0.5,12.6,5.1,0.0
16852,2004-07-10,2004,7,10,-1.3,9.9,4.3,0.0
16853,2004-07-11,2004,7,11,-1.4,12.0,5.2,0.0
16854,2004-07-12,2004,7,12,-1.1,13.9,6.4,0.0
16855,2004-07-13,2004,7,13,0.9,20.5,10.7,0.0
16857,2004-07-15,2004,7,15,3.0999999999999996,11.3,7.2,0.0
16858,2004-07-16,2004,7,16,-3.4000000000000004,9.8,3.2,0.0
16860,2004-07-18,2004,7,18,2.2,11.0,6.6,0.0
16861,2004-07-19,2004,7,19,0.5,10.3,5.4,0.0
16862,2004-07-20,2004,7,20,0.5,16.1,8.3,0.0
16864,2004-07-22,2004,7,22,1.4,15.4,8.6,0.0
16865,2004-07-23,2004,7,23,0.1,16.0,8.2,0.0
16867,2004-07-25,2004,7,25,2.0,18.2,10.1,0.0
16869,2004-07-27,2004,7,27,6.5,12.3,7.6,0.8
16870,2004-07-28,2004,7,28,4.4,13.4,8.9,18.0
16871,2004-07-29,2004,7,29,2.0,14.5,8.3,0.0
16873,2004-07-31,2004,7,31,1.2,16.2,8.9,0.0
16874,2004-08-01,2004,8,1,0.7,16.900000000000002,8.8,0.0
16876,2004-08-03,2004,8,3,2.8,18.0,11.8,0.0
16877,2004-08-04,2004,8,4,5.6,16.5,10.7,0.0
16878,2004-08-05,2004,8,5,4.6,12.8,7.9,2.0
16879,2004-08-06,2004,8,6,1.4,13.2,6.7,0.0
16880,2004-08-07,2004,8,7,2.0,17.4,9.7,0.0
16881,2004-08-08,2004,8,8,1.7,15.3,7.6,0.0
16882,2004-08-09,2004,8,9,1.5,17.7,9.6,0.0
16884,2004-08-11,2004,8,11,5.0,18.4,13.2,0.0
16885,2004-08-12,2004,8,12,5.0,17.8,11.4,97.0
16886,2004-08-13,2004,8,13,6.1,21.5,13.8,0.0
16887,2004-08-14,2004,8,14,7.8,22.2,15.1,0.0
16888,2004-08-15,2004,8,15,6.8,16.9,8.2,1.0
16890,2004-08-17,2004,8,17,3.5,9.6,5.3,1.0
16891,2004-08-18,2004,8,18,1.6,7.7,3.3,6.1
16892,2004-08-19,2004,8,19,-3.2,10.8,3.8,0.0
16893,2004-08-20,2004,8,20,-1.0,7.8,3.4,0.5
16894,2004-08-21,2004,8,21,-2.1,13.7,5.8,0.0
16895,2004-08-22,2004,8,22,-0.7,16.3,7.8,0.0
16896,2004-08-23,2004,8,23,2.1,18.299999999999997,10.2,0.0
16897,2004-08-24,2004,8,24,2.5,23.5,13.0,0.0
16898,2004-08-25,2004,8,25,3.7,23.6,14.9,0.0
16899,2004-08-26,2004,8,26,7.1,24.5,15.8,0.0
16900,2004-08-27,2004,8,27,7.1,24.9,15.4,0.0
16901,2004-08-28,2004,8,28,9.9,23.5,16.7,0.0
16902,2004-08-29,2004,8,29,9.6,26.199999999999996,17.9,0.0
16903,2004-08-30,2004,8,30,9.9,30.700000000000003,20.3,0.0
16904,2004-08-31,2004,8,31,10.299999999999997,30.1,20.2,0.0
16905,2004-09-01,2004,9,1,11.9,27.6,17.9,0.0
16906,2004-09-02,2004,9,2,10.0,22.200000000000003,16.1,0.0
16908,2004-09-04,2004,9,4,11.6,28.4,20.0,0.0
16909,2004-09-05,2004,9,5,12.7,29.8,18.3,0.0
16910,2004-09-06,2004,9,6,9.699999999999996,24.1,16.9,0.0
16913,2004-09-09,2004,9,9,0.1,14.700000000000001,7.4,0.0
16914,2004-09-10,2004,9,10,2.1,18.7,10.4,0.0
16915,2004-09-11,2004,9,11,7.7,17.7,12.7,0.0
16916,2004-09-12,2004,9,12,3.0,20.0,11.5,0.0
16917,2004-09-13,2004,9,13,7.0,21.0,14.0,1.0
16918,2004-09-14,2004,9,14,8.5,23.5,16.5,0.0
16919,2004-09-15,2004,9,15,6.0,19.3,12.8,0.0
16920,2004-09-16,2004,9,16,5.5,25.5,15.5,0.0
16923,2004-09-19,2004,9,19,11.9,25.7,15.3,0.0
16924,2004-09-20,2004,9,20,4.8,20.8,12.8,0.0
16925,2004-09-21,2004,9,21,7.5,23.5,15.5,0.0
16926,2004-09-22,2004,9,22,10.6,21.6,16.1,0.0
16927,2004-09-23,2004,9,23,7.6,28.199999999999996,17.9,0.0
16928,2004-09-24,2004,9,24,10.8,27.2,18.7,0.0
16929,2004-09-25,2004,9,25,10.2,29.000000000000004,19.6,0.0
16930,2004-09-26,2004,9,26,15.5,29.0,20.5,0.0
16931,2004-09-27,2004,9,27,11.9,27.700000000000003,19.8,0.0
16932,2004-09-28,2004,9,28,11.3,26.4,17.7,0.0
16933,2004-09-29,2004,9,29,11.5,21.5,15.8,0.0
16934,2004-09-30,2004,9,30,9.899999999999999,23.9,16.9,0.0
16935,2004-10-01,2004,10,1,9.8,27.599999999999998,18.7,0.0
16936,2004-10-02,2004,10,2,9.8,27.6,21.0,0.0
16937,2004-10-03,2004,10,3,14.1,26.6,20.2,0.0
16938,2004-10-04,2004,10,4,12.700000000000003,26.9,19.8,0.0
16939,2004-10-05,2004,10,5,14.7,31.3,23.0,0.0
16940,2004-10-06,2004,10,6,18.2,31.000000000000004,24.6,0.0
16942,2004-10-08,2004,10,8,8.4,20.3,13.7,11.9
16943,2004-10-09,2004,10,9,7.9,23.9,15.9,0.0
16944,2004-10-10,2004,10,10,7.9,23.1,15.9,0.0
16945,2004-10-11,2004,10,11,10.0,20.5,13.6,0.0
16947,2004-10-13,2004,10,13,5.9,20.299999999999997,13.1,0.0
16949,2004-10-15,2004,10,15,12.5,26.299999999999997,19.4,0.0
16950,2004-10-16,2004,10,16,10.6,26.0,18.3,0.0
16951,2004-10-17,2004,10,17,10.6,25.0,18.8,0.0
16952,2004-10-18,2004,10,18,8.6,25.9,18.4,0.0
16953,2004-10-19,2004,10,19,12.9,25.2,18.6,0.0
16954,2004-10-20,2004,10,20,12.899999999999999,26.9,19.9,0.0
16955,2004-10-21,2004,10,21,14.0,30.6,22.3,0.0
16956,2004-10-22,2004,10,22,14.7,30.6,20.7,0.0
16957,2004-10-23,2004,10,23,11.1,24.0,17.8,0.0
16958,2004-10-24,2004,10,24,10.6,23.5,16.7,0.0
16959,2004-10-25,2004,10,25,7.7,25.500000000000004,16.6,0.0
16961,2004-10-27,2004,10,27,8.9,25.300000000000004,17.1,0.0
16962,2004-10-28,2004,10,28,12.6,28.5,21.6,0.0
16963,2004-10-29,2004,10,29,13.6,28.6,21.9,0.0
16964,2004-10-30,2004,10,30,11.6,27.6,20.9,0.0
16966,2004-11-01,2004,11,1,18.5,31.7,24.7,0.0
16967,2004-11-02,2004,11,2,19.5,31.5,25.5,0.0
16969,2004-11-04,2004,11,4,0.6999999999999993,23.1,11.9,0.0
16970,2004-11-05,2004,11,5,4.4,21.200000000000003,12.8,0.0
16971,2004-11-06,2004,11,6,6.5,27.299999999999997,16.9,0.0
16972,2004-11-07,2004,11,7,10.2,29.400000000000002,19.8,0.0
16973,2004-11-08,2004,11,8,10.2,34.8,22.5,0.0
16974,2004-11-09,2004,11,9,15.7,30.4,19.4,0.5
16975,2004-11-10,2004,11,10,9.100000000000001,22.7,15.9,0.0
16976,2004-11-11,2004,11,11,7.300000000000001,21.3,14.3,1.0
16977,2004-11-12,2004,11,12,11.6,21.199999999999996,16.4,0.0
16978,2004-11-13,2004,11,13,12.0,21.4,17.1,0.0
16979,2004-11-14,2004,11,14,10.600000000000001,24.6,17.6,0.0
16980,2004-11-15,2004,11,15,13.0,26.1,17.7,0.0
16981,2004-11-16,2004,11,16,14.5,22.5,18.1,0.0
16982,2004-11-17,2004,11,17,13.2,27.400000000000002,20.3,0.0
16983,2004-11-18,2004,11,18,13.6,33.0,23.3,0.0
16984,2004-11-19,2004,11,19,13.6,32.2,25.7,0.0
16985,2004-11-20,2004,11,20,19.9,33.2,25.8,0.0
16986,2004-11-21,2004,11,21,19.1,32.1,25.6,0.0
16987,2004-11-22,2004,11,22,16.6,32.3,21.7,0.0
16988,2004-11-23,2004,11,23,13.8,27.8,20.8,0.0
16989,2004-11-24,2004,11,24,15.1,26.4,18.8,2.0
16990,2004-11-25,2004,11,25,14.5,22.1,18.3,0.3
16991,2004-11-26,2004,11,26,14.5,27.9,21.2,0.0
16992,2004-11-27,2004,11,27,13.7,32.900000000000006,23.3,0.0
16993,2004-11-28,2004,11,28,17.1,33.3,25.2,0.0
16994,2004-11-29,2004,11,29,21.8,35.6,28.9,0.0
16995,2004-11-30,2004,11,30,22.6,36.6,29.6,0.0
16997,2004-12-02,2004,12,2,19.7,34.0,25.4,0.0
16998,2004-12-03,2004,12,3,17.5,28.7,21.3,0.0
16999,2004-12-04,2004,12,4,15.0,30.6,22.8,0.0
17000,2004-12-05,2004,12,5,19.0,31.2,24.8,0.0
17001,2004-12-06,2004,12,6,19.5,29.0,24.2,0.0
17002,2004-12-07,2004,12,7,17.5,30.9,24.2,0.0
17003,2004-12-08,2004,12,8,19.0,31.1,24.7,0.0
17005,2004-12-10,2004,12,10,19.7,35.3,27.5,0.0
17006,2004-12-11,2004,12,11,21.7,35.7,28.7,0.0
17007,2004-12-12,2004,12,12,20.9,36.4,24.4,0.0
17009,2004-12-14,2004,12,14,19.699999999999996,33.7,26.7,0.0
17010,2004-12-15,2004,12,15,19.5,34.1,25.4,0.0
17011,2004-12-16,2004,12,16,16.2,28.8,22.5,0.0
17012,2004-12-17,2004,12,17,17.0,33.6,25.3,0.0
17013,2004-12-18,2004,12,18,20.5,33.5,26.2,0.0
17014,2004-12-19,2004,12,19,18.7,32.7,23.7,0.0
17015,2004-12-20,2004,12,20,15.2,32.400000000000006,23.8,0.0
17016,2004-12-21,2004,12,21,15.2,31.7,22.2,0.0
17017,2004-12-22,2004,12,22,16.1,32.699999999999996,24.4,0.0
17018,2004-12-23,2004,12,23,19.0,35.8,27.4,0.0
17019,2004-12-24,2004,12,24,17.3,37.4,23.1,0.0
17020,2004-12-25,2004,12,25,14.6,31.0,22.8,0.0
17021,2004-12-26,2004,12,26,15.0,32.4,23.7,0.0
17022,2004-12-27,2004,12,27,18.0,34.4,26.2,0.0
17023,2004-12-28,2004,12,28,18.0,35.0,26.1,0.0
17024,2004-12-29,2004,12,29,15.5,34.1,24.8,0.0
17025,2004-12-30,2004,12,30,18.9,35.9,27.4,0.0
17028,2005-01-02,2005,1,2,17.4,35.3,26.4,13.0
17029,2005-01-03,2005,1,3,11.8,35.0,26.8,0.0
17030,2005-01-04,2005,1,4,22.1,36.1,29.1,0.0
17031,2005-01-05,2005,1,5,23.2,37.8,29.3,0.0
17032,2005-01-06,2005,1,6,18.1,30.5,24.3,0.0
17033,2005-01-07,2005,1,7,15.0,33.2,24.1,0.0
17034,2005-01-08,2005,1,8,22.5,33.9,28.2,0.0
17035,2005-01-09,2005,1,9,16.5,34.4,24.2,31.0
17036,2005-01-10,2005,1,10,16.5,33.5,25.0,0.0
17037,2005-01-11,2005,1,11,20.9,35.9,28.4,0.0
17038,2005-01-12,2005,1,12,14.600000000000001,35.6,25.1,0.5
17039,2005-01-13,2005,1,13,18.7,31.7,25.2,1.0
17040,2005-01-14,2005,1,14,21.0,32.1,27.1,0.0
17041,2005-01-15,2005,1,15,17.5,32.5,24.4,0.0
17042,2005-01-16,2005,1,16,16.8,35.0,25.9,0.0
17043,2005-01-17,2005,1,17,20.5,36.7,28.1,0.0
17044,2005-01-18,2005,1,18,21.1,35.5,28.3,1.0
17047,2005-01-21,2005,1,21,19.6,35.199999999999996,27.4,0.0
17048,2005-01-22,2005,1,22,23.2,35.5,27.6,0.0
17049,2005-01-23,2005,1,23,18.6,34.6,26.6,0.0
17050,2005-01-24,2005,1,24,19.3,34.7,26.4,0.5
17051,2005-01-25,2005,1,25,17.4,32.800000000000004,25.1,0.0
17053,2005-01-27,2005,1,27,16.3,30.900000000000002,23.6,0.0
17054,2005-01-28,2005,1,28,20.0,31.799999999999997,25.9,0.0
17055,2005-01-29,2005,1,29,15.800000000000004,34.4,25.1,0.0
17056,2005-01-30,2005,1,30,12.7,30.0,15.3,0.5
17057,2005-01-31,2005,1,31,5.699999999999999,19.1,12.4,2.0
17058,2005-02-01,2005,2,1,8.0,22.4,15.2,4.1
17059,2005-02-02,2005,2,2,12.0,26.0,19.0,0.0
17060,2005-02-03,2005,2,3,12.9,28.9,20.9,0.0
17061,2005-02-04,2005,2,4,14.3,32.5,23.4,0.0
17062,2005-02-05,2005,2,5,17.2,34.2,25.7,0.0
17063,2005-02-06,2005,2,6,22.4,35.2,28.8,0.0
17065,2005-02-08,2005,2,8,17.0,34.3,25.1,4.1
17066,2005-02-09,2005,2,9,18.5,31.700000000000003,25.1,10.9
17067,2005-02-10,2005,2,10,18.6,27.6,23.1,0.8
17068,2005-02-11,2005,2,11,19.2,27.400000000000002,23.3,0.0
17069,2005-02-12,2005,2,12,17.8,31.8,24.8,0.0
17071,2005-02-14,2005,2,14,19.6,25.799999999999997,22.7,5.1
17072,2005-02-15,2005,2,15,17.5,27.299999999999997,22.4,3.0
17073,2005-02-16,2005,2,16,15.9,31.9,23.9,0.0
17074,2005-02-17,2005,2,17,19.0,33.6,26.3,0.0
17075,2005-02-18,2005,2,18,20.0,34.2,27.1,0.0
17076,2005-02-19,2005,2,19,20.9,34.0,27.7,0.0
17077,2005-02-20,2005,2,20,21.6,32.6,27.1,0.0
17078,2005-02-21,2005,2,21,20.5,30.700000000000003,25.6,0.0
17079,2005-02-22,2005,2,22,18.9,32.9,25.9,0.0
17080,2005-02-23,2005,2,23,18.6,27.799999999999997,23.2,35.1
17081,2005-02-24,2005,2,24,19.2,29.400000000000002,24.3,0.0
17082,2005-02-25,2005,2,25,17.1,30.699999999999996,23.9,1.0
17083,2005-02-26,2005,2,26,17.0,33.4,25.2,0.0
17084,2005-02-27,2005,2,27,19.9,31.9,25.9,0.0
17085,2005-02-28,2005,2,28,13.8,27.8,20.8,0.0
17086,2005-03-01,2005,3,1,15.4,20.200000000000003,17.8,0.0
17087,2005-03-02,2005,3,2,13.5,28.9,21.2,0.0
17089,2005-03-04,2005,3,4,19.9,33.9,26.9,0.0
17090,2005-03-05,2005,3,5,15.3,29.3,22.3,0.0
17091,2005-03-06,2005,3,6,17.4,30.4,23.9,0.0
17092,2005-03-07,2005,3,7,11.599999999999998,31.2,21.4,0.0
17093,2005-03-08,2005,3,8,13.3,19.7,16.5,0.0
17094,2005-03-09,2005,3,9,9.4,26.0,17.7,0.0
17095,2005-03-10,2005,3,10,12.2,31.8,22.0,0.0
17096,2005-03-11,2005,3,11,15.8,33.8,24.8,0.0
17097,2005-03-12,2005,3,12,9.600000000000001,23.6,16.6,3.0
17098,2005-03-13,2005,3,13,11.2,27.000000000000004,19.1,9.9
17099,2005-03-14,2005,3,14,12.0,29.6,20.8,0.0
17100,2005-03-15,2005,3,15,14.4,31.0,22.7,0.0
17101,2005-03-16,2005,3,16,15.6,30.4,23.0,0.0
17102,2005-03-17,2005,3,17,20.3,25.2,22.7,0.0
17103,2005-03-18,2005,3,18,14.8,24.400000000000002,19.6,0.0
17104,2005-03-19,2005,3,19,12.0,28.799999999999997,20.4,0.0
17105,2005-03-20,2005,3,20,14.2,29.8,22.0,0.0
17106,2005-03-21,2005,3,21,9.5,23.5,16.5,2.0
17107,2005-03-22,2005,3,22,8.7,19.7,14.2,0.0
17108,2005-03-23,2005,3,23,9.899999999999999,23.9,16.9,0.0
17109,2005-03-24,2005,3,24,11.9,26.9,19.4,0.0
17110,2005-03-25,2005,3,25,13.5,27.5,20.5,0.0
17111,2005-03-26,2005,3,26,14.5,29.299999999999997,21.9,0.0
17112,2005-03-27,2005,3,27,18.7,23.900000000000002,21.3,0.0
17113,2005-03-28,2005,3,28,10.5,26.299999999999997,18.4,0.0
17114,2005-03-29,2005,3,29,14.7,23.900000000000002,19.3,0.0
17115,2005-03-30,2005,3,30,8.8,23.599999999999998,16.2,0.0
17116,2005-03-31,2005,3,31,9.5,24.5,17.0,0.0
17117,2005-04-01,2005,4,1,7.9,21.9,14.9,0.0
17118,2005-04-02,2005,4,2,9.5,15.3,12.4,2.0
17119,2005-04-03,2005,4,3,3.5,20.5,12.0,0.0
17120,2005-04-04,2005,4,4,6.9,24.5,15.7,0.0
17121,2005-04-05,2005,4,5,10.3,25.900000000000002,18.1,0.0
17122,2005-04-06,2005,4,6,13.3,25.3,19.3,0.0
17123,2005-04-07,2005,4,7,9.0,23.200000000000003,16.1,0.0
17124,2005-04-08,2005,4,8,10.3,22.7,16.5,0.0
17125,2005-04-09,2005,4,9,6.4,25.200000000000003,15.8,0.0
17126,2005-04-10,2005,4,10,7.3,26.499999999999996,16.9,0.0
17127,2005-04-11,2005,4,11,11.7,23.500000000000004,17.6,0.0
17128,2005-04-12,2005,4,12,9.6,17.1,12.6,1.0
17129,2005-04-13,2005,4,13,8.5,13.7,11.1,0.0
17130,2005-04-14,2005,4,14,3.0,21.6,12.3,0.0
17131,2005-04-15,2005,4,15,6.0,25.8,15.9,0.0
17132,2005-04-16,2005,4,16,6.8,26.599999999999998,16.7,0.0
17133,2005-04-17,2005,4,17,9.0,28.799999999999997,18.9,0.0
17134,2005-04-18,2005,4,18,9.7,27.500000000000004,18.6,0.0
17135,2005-04-19,2005,4,19,11.4,23.6,17.5,0.0
17137,2005-04-21,2005,4,21,8.4,27.4,17.9,0.0
17138,2005-04-22,2005,4,22,10.2,26.000000000000004,18.1,0.0
17140,2005-04-24,2005,4,24,2.5999999999999996,16.6,9.6,3.0
17141,2005-04-25,2005,4,25,3.9,8.299999999999999,6.1,2.0
17142,2005-04-26,2005,4,26,1.9,12.9,7.4,0.0
17143,2005-04-27,2005,4,27,2.1,17.7,9.9,0.0
17144,2005-04-28,2005,4,28,4.5,20.3,12.4,0.0
17145,2005-04-29,2005,4,29,5.1,22.1,13.6,0.0
17146,2005-04-30,2005,4,30,5.8,23.599999999999998,14.7,0.0
17147,2005-05-01,2005,5,1,6.0,25.2,15.6,0.0
17148,2005-05-02,2005,5,2,8.3,24.3,16.3,0.0
17149,2005-05-03,2005,5,3,8.2,23.400000000000002,15.8,0.0
17150,2005-05-04,2005,5,4,8.8,24.999999999999996,16.9,0.0
17151,2005-05-05,2005,5,5,8.9,13.9,11.4,2.0
17152,2005-05-06,2005,5,6,6.7,13.5,10.1,0.0
17153,2005-05-07,2005,5,7,2.0,14.8,8.4,0.0
17155,2005-05-09,2005,5,9,3.5,17.3,10.4,0.0
17156,2005-05-10,2005,5,10,4.9,24.700000000000003,14.8,0.0
17157,2005-05-11,2005,5,11,8.1,21.299999999999997,14.7,0.0
17158,2005-05-12,2005,5,12,6.5,17.7,12.1,0.0
17159,2005-05-13,2005,5,13,7.0,23.6,15.3,0.0
17160,2005-05-14,2005,5,14,8.0,12.600000000000001,10.3,3.0
17161,2005-05-15,2005,5,15,3.8000000000000007,17.8,10.8,3.0
17162,2005-05-16,2005,5,16,1.3,16.5,8.9,0.0
17163,2005-05-17,2005,5,17,1.7,21.900000000000002,11.8,0.0
17164,2005-05-18,2005,5,18,1.7,26.5,14.1,0.0
17165,2005-05-19,2005,5,19,0.7,17.5,9.1,0.0
17166,2005-05-20,2005,5,20,2.3000000000000007,16.3,9.3,0.0
17167,2005-05-21,2005,5,21,-0.5,15.3,7.4,0.0
17168,2005-05-22,2005,5,22,-0.3,15.5,7.6,0.0
17169,2005-05-23,2005,5,23,1.1,22.299999999999997,11.7,0.0
17170,2005-05-24,2005,5,24,5.7,22.1,13.9,0.0
17171,2005-05-25,2005,5,25,3.4,18.200000000000003,10.8,0.0
17172,2005-05-26,2005,5,26,3.2,22.0,12.6,0.0
17173,2005-05-27,2005,5,27,5.6,19.6,12.6,0.0
17174,2005-05-28,2005,5,28,5.2,19.0,12.1,0.0
17175,2005-05-29,2005,5,29,6.9,23.299999999999997,15.1,0.0
17176,2005-05-30,2005,5,30,5.9,19.5,12.7,0.0
17177,2005-05-31,2005,5,31,5.0,18.4,11.7,0.0
17178,2005-06-01,2005,6,1,5.0,20.0,12.5,0.0
17179,2005-06-02,2005,6,2,4.1,20.299999999999997,12.2,0.0
17182,2005-06-05,2005,6,5,3.3,18.9,11.1,0.0
17183,2005-06-06,2005,6,6,3.6,18.799999999999997,11.2,0.0
17184,2005-06-07,2005,6,7,4.7,17.900000000000002,11.3,0.0
17185,2005-06-08,2005,6,8,5.399999999999999,11.0,8.2,1.0
17186,2005-06-09,2005,6,9,6.4,12.200000000000001,9.3,0.0
17187,2005-06-10,2005,6,10,2.5,16.3,9.4,0.0
17188,2005-06-11,2005,6,11,3.1,22.299999999999997,12.7,0.0
17189,2005-06-12,2005,6,12,2.7,18.3,10.5,0.0
17190,2005-06-13,2005,6,13,2.7,11.5,7.1,3.0
17191,2005-06-14,2005,6,14,2.5,4.5,3.5,0.0
17192,2005-06-15,2005,6,15,2.5,10.1,6.3,0.0
17193,2005-06-16,2005,6,16,3.2,10.2,6.7,0.0
17194,2005-06-17,2005,6,17,-1.0,10.8,4.9,0.0
17196,2005-06-19,2005,6,19,-0.5999999999999996,13.4,6.4,0.0
17197,2005-06-20,2005,6,20,4.7,9.899999999999999,7.3,0.0
17198,2005-06-21,2005,6,21,5.7,9.899999999999999,7.8,0.0
17199,2005-06-22,2005,6,22,3.1,12.700000000000001,7.9,0.8
17200,2005-06-23,2005,6,23,2.5,15.100000000000001,8.8,0.0
17201,2005-06-24,2005,6,24,2.7,17.3,10.0,0.0
17202,2005-06-25,2005,6,25,4.8,17.0,10.9,0.0
17203,2005-06-26,2005,6,26,2.0,17.6,9.8,0.0
17204,2005-06-27,2005,6,27,2.3,19.099999999999998,10.7,0.0
17205,2005-06-28,2005,6,28,4.6,21.4,13.0,0.0
17206,2005-06-29,2005,6,29,5.699999999999999,19.7,12.7,0.0
17207,2005-06-30,2005,6,30,1.5,15.7,8.6,0.0
17208,2005-07-01,2005,7,1,1.9,17.900000000000002,9.9,0.0
17209,2005-07-02,2005,7,2,6.7,18.5,12.6,0.0
17210,2005-07-03,2005,7,3,6.3,19.7,13.0,0.0
17211,2005-07-04,2005,7,4,9.9,14.700000000000001,12.3,0.0
17213,2005-07-06,2005,7,6,-0.09999999999999964,13.9,6.9,0.0
17214,2005-07-07,2005,7,7,5.3,12.099999999999998,8.7,0.0
17215,2005-07-08,2005,7,8,1.7,15.7,8.7,0.0
17216,2005-07-09,2005,7,9,1.0,15.0,8.0,0.0
17217,2005-07-10,2005,7,10,1.4,20.0,10.7,0.0
17218,2005-07-11,2005,7,11,2.5,18.7,10.6,0.0
17219,2005-07-12,2005,7,12,2.4,17.0,9.7,0.0
17220,2005-07-13,2005,7,13,4.5,18.3,11.4,0.0
17222,2005-07-15,2005,7,15,-2.8,11.2,4.2,4.1
17223,2005-07-16,2005,7,16,-2.0,12.0,5.0,0.3
17224,2005-07-17,2005,7,17,-1.7,15.899999999999999,7.1,0.0
17253,2005-08-15,2005,8,15,5.4,6.799999999999999,6.1,1.0
17254,2005-08-16,2005,8,16,4.4,17.799999999999997,11.1,0.0
17261,2005-08-23,2005,8,23,3.8000000000000007,17.8,10.8,5.1
17262,2005-08-24,2005,8,24,4.2,16.2,10.2,0.5
17263,2005-08-25,2005,8,25,5.8,19.8,12.8,0.0
